codigo;descripcion;descripcion_en;clasificacion
WK 27;Hospitales colectivos, clínicas, dispensarios, etc.;Collective hospitals, clinics, dispensaries, etc.;Sistema endocrino
WK 27.1;Cobertura general;General coverage;Sistema endocrino
WK 28;Hospitales individuales, clínicas, dispensarios, etc.;Individual hospitals, clinics, dispensaries, etc.;Sistema endocrino
WK 28.5;Museos colectivos, exposiciones, etc.;Collective museums, exhibitions, etc.;Sistema endocrino
WK 28.6;Museos individuales, exposiciones, etc.;Individual museums, exhibitions, etc.;Sistema endocrino
WK 32;Leyes;Laws;Sistema endocrino
WK 32.1;Cobertura general;General coverage;Sistema endocrino
WK 33;Discusión de derecho;Discussion of law;Sistema endocrino
WK 33.1;Cobertura general;General coverage;Sistema endocrino
WK 39;Manuales. Guías de recursos;Handbooks. Resource guides;Sistema endocrino
WK 90;Obras generales;General works;Sistema endocrino
WK 100;Glándulas endocrinas (General);Endocrine glands (General);Sistema endocrino
WK 102;Hormonas y antagonistas (General);Hormones and antagonists (General);Sistema endocrino
WK 105;Andrógenos. Antagonistas de los andrógenos;Androgens. Androgen antagonists;Sistema endocrino
WK 110;Estrógenos. Antagonistas de estrógenos;Estrogens. Estrogen antagonists;Sistema endocrino
WK 112;Terapia de reemplazo de estrógenos;Estrogen replacement therapy;Sistema endocrino
WK 140;Enfermedades del sistema endocrino (General);Endocrine system diseases (General);Sistema endocrino
WK 145;Neoplasias de las glándulas endocrinas (generales o no clasificadas en otra parte);Endocrine gland neoplasms (General or not elsewhere classified);Sistema endocrino
WK 148;procedimientos quirúrgicos endocrinos;Endocrine surgical procedures;Sistema endocrino
WK 150;Agentes anabólicos. Hormonas esteroides (generales o no clasificadas en otra parte).;Anabolic agents. Steroid hormones (General or not elsewhere classified);Sistema endocrino
WK 170;Hormonas gastrointestinales;Gastrointestinal hormones;Sistema endocrino
[WK 180];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 185;Hormonas peptídicas (generales o no clasificadas en otra parte);Peptide hormones (General or not elsewhere classified);Sistema endocrino
[WK 187];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 190;Terapia hormonal (general);Hormone therapy (General);Sistema endocrino
WK 200;Obras generales;General works;Sistema endocrino
[WK 201];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 202;Fisiología. Bioquímica (incluido el metabolismo del yodo). Hormonas tiroideas y antagonistas.;Physiology. Biochemistry (including iodine metabolism). Thyroid hormones and antagonists;Sistema endocrino
WK 220;Enfermedades de la tiroides (generales o no clasificadas en otra parte);Thyroid diseases (General or not elsewhere classified);Sistema endocrino
WK 250;Hipotiroidismo (general o no clasificado en otra parte);Hypothyroidism (General or not elsewhere classified);Sistema endocrino
WK 252;Hipotiroidismo congénito. Mixedema;Congenital hypothyroidism. Myxedema;Sistema endocrino
WK 259;Coto;Goiter;Sistema endocrino
WK 265;Hipertiroidismo. Tirotoxicosis. Bocio exoftálmico.;Hyperthyroidism. Thyrotoxicosis. Exophthalmic goiter;Sistema endocrino
[WK 267];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 270;Neoplasias;Neoplasms;Sistema endocrino
WK 280;Cirugía;Surgery;Sistema endocrino
WK 300;glándulas paratiroides;Parathyroid glands;Sistema endocrino
WK 350;Glándula pineal;Pineal gland;Sistema endocrino
[WK 375];[Este número no se utiliza];[This number not used];Sistema endocrino
[WK 400];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 500;Obras generales;General works;Sistema endocrino
[WK 501];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 502;hormonas pituitarias;Pituitary hormones;Sistema endocrino
WK 510;Glándula pituitaria anterior;Anterior pituitary gland;Sistema endocrino
WK 515;Hormonas y antagonistas de la glándula pituitaria anterior;Anterior pituitary gland hormones and antagonists;Sistema endocrino
WK 517;Hormona del crecimiento;Growth hormone;Sistema endocrino
WK 520;Hormonas y antagonistas de la glándula pituitaria posterior;Posterior pituitary gland hormones and antagonists;Sistema endocrino
WK 550;enfermedades de la hipófisis;Pituitary diseases;Sistema endocrino
WK 585;Neoplasias hipofisarias;Pituitary neoplasms;Sistema endocrino
WK 590;Cirugía de la glándula pituitaria;Pituitary gland surgery;Sistema endocrino
WK 700;Obras generales;General works;Sistema endocrino
[WK 701];[Este número no se utiliza];[This number not used];Sistema endocrino
[WK 702];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 725;Médula suprarrenal. Catecolaminas;Adrenal medulla. Catecholamines;Sistema endocrino
WK 750;corteza suprarrenal;Adrenal cortex;Sistema endocrino
WK 755;Hormonas de la corteza suprarrenal. Glucocorticoides (generales o no clasificados en otra parte);Adrenal cortex hormones. Glucocorticoids (General or not elsewhere classified);Sistema endocrino
[WK 757];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 760;Enfermedades de las glándulas suprarrenales;Adrenal gland diseases;Sistema endocrino
WK 765;Insuficiencia suprarrenal;Adrenal insufficiency;Sistema endocrino
WK 770;Hiperfunción adrenocortical;Adrenocortical hyperfunction;Sistema endocrino
WK 780;Neoplasias de las glándulas suprarrenales;Adrenal gland neoplasms;Sistema endocrino
WK 790;Cirugía de la glándula suprarrenal;Adrenal gland surgery;Sistema endocrino
WK 800;Islotes de Langerhans. Hormonas pancreáticas.;Islets of Langerhans. Pancreatic hormones;Sistema endocrino
[WK 801];[Este número no se utiliza];[This number not used];Sistema endocrino
[WK 802];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 810;Diabetes mellitus;Diabetes mellitus;Sistema endocrino
WK 812;Diabetes mellitis tipo I;Diabetes mellitis, Type I;Sistema endocrino
WK 815;Terapia;Therapy;Sistema endocrino
WK 818;Terapia dietética;Diet therapy;Sistema endocrino
WK 819;Cocina y libros de cocina para diabéticos;Diabetic cooking and cookbooks;Sistema endocrino
WK 820;Terapia con insulina;Insulin therapy;Sistema endocrino
[WK 825];[Este número no se utiliza];[This number not used];Sistema endocrino
[WK 830];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 835;Complicaciones de la diabetes (generales o no clasificadas en otra parte);Diabetes complications (General or not elsewhere classified);Sistema endocrino
WK 835.5;Complicaciones específicas, A-Z;Specific complications, A-Z;Sistema endocrino
WK 835.5.A5;Angiopatías diabéticas;Diabetic angiopathies;Sistema endocrino
WK 835.5.C2;Miocardiopatías diabéticas;Diabetic cardiomyopathies;Sistema endocrino
WK 835.5.C6;coma diabético;Diabetic coma;Sistema endocrino
WK 835.5.D2;Diabesidad;Diabesity;Sistema endocrino
WK 835.5.F5;pie diabético;Diabetic foot;Sistema endocrino
WK 835.5.K4;cetoacidosis diabética;Diabetic ketoacidosis;Sistema endocrino
WK 835.5.N3;Nefropatías diabéticas;Diabetic nephropathies;Sistema endocrino
WK 835.5.N6;Neuropatías diabéticas;Diabetic neuropathies;Sistema endocrino
WK 835.5.R3;retinopatía diabética;Diabetic retinopathy;Sistema endocrino
[WK 840];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 850;Manuales para pacientes diabéticos. Autocuidado. Obras populares.;Diabetic patients' manuals. Self care. Popular works;Sistema endocrino
[WK 870];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 880;Hiperinsulinismo, hiperglucemia o hipoglucemia asociada con diabetes mellitus;Hyperinsulinism, hyperglycemia, or hypoglycemia associated with diabetes mellitus;Sistema endocrino
WK 885;Neoplasias de los islotes de Langerhans;Islets of Langerhans neoplasms;Sistema endocrino
WK 900;Hormonas gonadales (general);Gonadal hormones (General);Sistema endocrino
[WK 920];[Este número no se utiliza];[This number not used];Sistema endocrino
WK 925;Hormonas del cuerpo lúteo;Corpus luteum hormones;Sistema endocrino
WK 930;Hormonas esteroides gonadales;Gonadal steroid hormones;Sistema endocrino
WK 932;Hormonas esteroides gonadales femeninas;Female gonadal steroid hormones;Sistema endocrino
WK 933;Hormonas esteroides gonadales masculinas;Male gonadal steroid hormones;Sistema endocrino
WK 935;Congéneres del estradiol;Estradiol congeners;Sistema endocrino
WK 940;Congéneres de la progesterona;Progesterone congeners;Sistema endocrino
WK 945;Hormonas testiculares. Congéneres de la testosterona.;Testicular hormones. Testosterone congeners;Sistema endocrino
WL 1;Organizaciones. Sociedades (generales o no clasificadas en otra parte);Organizations. Societies (General or not elsewhere classified);Sistema nervioso
WL 5;Obras recopiladas de varios autores;Collected works by several authors;Sistema nervioso
WL 7;Obras recopiladas de autores individuales;Collected works by individual authors;Sistema nervioso
WL 9;Discursos. Ensayos. Conferencias.;Addresses. Essays. Lectures;Sistema nervioso
WL 11;Historia;History;Sistema nervioso
WL 11.1;Cobertura general;General coverage;Sistema nervioso
WL 13;Diccionarios. Enciclopedias;Dictionaries. Encyclopedias;Sistema nervioso
WL 15;Clasificación. Terminología;Classification. Terminology;Sistema nervioso
WL 16;Tablas. Estadísticas. Encuestas;Tables. Statistics. Surveys;Sistema nervioso
WL 16.1;Cobertura general;General coverage;Sistema nervioso
WL 17;Atlas. Obras pictóricas;Atlases. Pictorial works;Sistema nervioso
WL 18;Educación;Education;Sistema nervioso
WL 18.2;Materiales educativos;Educational materials;Sistema nervioso
WL 19;Escuelas, departamentos y facultades de neurología;Schools, departments, and faculties of neurology;Sistema nervioso
WL 19.1;Cobertura general;General coverage;Sistema nervioso
WL 20;Investigación (General);Research (General);Sistema nervioso
WL 21;La neurología como profesión. La logopedia como profesión. Ética. Revisión por pares.;Neurology as a profession. Speech-language pathology as a profession. Ethics. Peer review;Sistema nervioso
WL 22;Directorios;Directories;Sistema nervioso
WL 22.1;Cobertura general;General coverage;Sistema nervioso
WL 23;Laboratorios colectivos, academias, institutos, etc.;Collective laboratories, academies, institutes, etc.;Sistema nervioso
WL 24;Laboratorios individuales, academias, institutos, etc.;Individual laboratories, academies, institutes, etc.;Sistema nervioso
WL 25;Manuales de laboratorio. Técnica;Laboratory manuals. Technique;Sistema nervioso
WL 26;Equipos y suministros;Equipment and supplies;Sistema nervioso
WL 26.5;Informática. Procesamiento electrónico de datos. Informática (General);Informatics. Electronic data processing. Computers (General);Sistema nervioso
WL 27;Hospitales colectivos, clínicas, dispensarios, etc.;Collective hospitals, clinics, dispensaries, etc.;Sistema nervioso
WL 27.1;Cobertura general;General coverage;Sistema nervioso
WL 28;Hospitales individuales, clínicas, dispensarios, etc.;Individual hospitals, clinics, dispensaries, etc.;Sistema nervioso
WL 28.5;Museos colectivos, exposiciones, etc.;Collective museums, exhibitions, etc.;Sistema nervioso
WL 28.6;Museos individuales, exposiciones, etc.;Individual museums, exhibitions, etc.;Sistema nervioso
[WL 30];[Este número no se utiliza];[This number not used];Sistema nervioso
WL 32;Leyes;Laws;Sistema nervioso
WL 32.1;Cobertura general;General coverage;Sistema nervioso
WL 33;Discusión de derecho;Discussion of law;Sistema nervioso
WL 33.1;Cobertura general;General coverage;Sistema nervioso
WL 39;Manuales. Guías de recursos;Handbooks. Resource guides;Sistema nervioso
WL 100;Obras generales;General works;Sistema nervioso
WL 101;Anatomía. Histología. Embriología. Anomalías (Generales);Anatomy. Histology. Embryology. Abnormalities (General);Sistema nervioso
WL 102;Fisiología (General);Physiology (General);Sistema nervioso
WL 102.3;Células madre neurales;Neural stem cells;Sistema nervioso
WL 102.5;Neuronas;Neurons;Sistema nervioso
WL 102.7;neuronas motoras;Motor neurons;Sistema nervioso
WL 102.8;Sinapsis;Synapses;Sistema nervioso
WL 102.9;terminaciones nerviosas;Nerve endings;Sistema nervioso
WL 103;Psicofisiología (General);Psychophysiology (General);Sistema nervioso
WL 103.3;Biorretroalimentación;Biofeedback;Sistema nervioso
WL 103.4;Neurociencia cognitiva;Cognitive neuroscience;Sistema nervioso
WL 103.5;Neuropsicología;Neuropsychology;Sistema nervioso
WL 103.7;Psiconeuroinmunología;Psychoneuroimmunology;Sistema nervioso
WL 104;Neuroquímica;Neurochemistry;Sistema nervioso
WL 105;Neuroendocrinología;Neuroendocrinology;Sistema nervioso
WL 106;Reflejos;Reflexes;Sistema nervioso
WL 108;Fisiología del sueño. Trastornos del sueño.;Physiology of sleep. Sleep disorders;Sistema nervioso
WL 115;Síndromes de apnea del sueño;Sleep apnea syndromes;Sistema nervioso
WL 140;Enfermedades del sistema nervioso (General);Nervous system diseases (General);Sistema nervioso
WL 141;Exploración neurológica. Diagnóstico. Métodos diagnósticos (generales o no clasificados en otra parte).;Neurologic examination. Diagnosis. Diagnostic methods (General or not elsewhere classified);Sistema nervioso
WL 141.5;Métodos de diagnóstico específicos, A-Z;Specific diagnostic methods, A-Z;Sistema nervioso
WL 141.5.B6;Mapeo cerebral;Brain mapping;Sistema nervioso
WL 141.5.C4;Angiografía cerebral;Cerebral angiography;Sistema nervioso
WL 141.5.C48;Ventriculografía cerebral;Cerebral ventriculography;Sistema nervioso
WL 141.5.M2;Imágenes por resonancia magnética;Magnetic resonance imaging;Sistema nervioso
WL 141.5.M22;espectroscopia de resonancia magnética;Magnetic resonance spectroscopy;Sistema nervioso
WL 141.5.M24;Magnetoencefalografía;Magnetoencephalography;Sistema nervioso
WL 141.5.N3;Estudios de conducción nerviosa;Nerve conduction studies;Sistema nervioso
WL 141.5.N4;Neuroendoscopia;Neuroendoscopy;Sistema nervioso
WL 141.5.N46;Pruebas neuropsicológicas;Neuropsychological tests;Sistema nervioso
WL 141.5.N47;Neuroimagen;Neuroimaging;Sistema nervioso
WL 141.5.P8;Neumoencefalografía;Pneumoencephalography;Sistema nervioso
WL 141.5.T7;estimulación magnética transcraneal;Transcranial magnetic stimulation;Sistema nervioso
WL 150;Electroencefalografía. Monitorización (General);Electroencephalography. Monitoring (General);Sistema nervioso
WL 154;Ecoencefalografía;Echoencephalography;Sistema nervioso
WL 160;Neoplasias del sistema nervioso (General);Nervous system neoplasms (General);Sistema nervioso
WL 200;Meninges. Barrera hematoencefálica;Meninges. Blood-brain barrier;Sistema nervioso
WL 203;líquido cefalorraquídeo;Cerebrospinal fluid;Sistema nervioso
WL 300;Sistema nervioso central, incluidas las funciones que se ejercen únicamente sobre el cerebro (general o no clasificada en otra parte);Central nervous system including works on brain alone (General or not elsewhere classified);Sistema nervioso
WL 301;Enfermedades del sistema nervioso central;Central nervous system diseases;Sistema nervioso
WL 302;Circulación cerebrovascular;Cerebrovascular circulation;Sistema nervioso
WL 307;Telencéfalo. Cerebro.;Telencephalon. Cerebrum.;Sistema nervioso
